name,salary,published_at,area_name
Системный Аналитик,53901.0,2003-11-30 00:00:00+03:00,Москва
Руководитель группы разработчиков/Senior Software Engineer,59890.0,2003-11-05 14:15:07+03:00,Москва
Технический специалист,17967.0,2003-11-05 14:18:54+03:00,Москва
C/C++ Developer/Разработчик,44917.0,2003-11-05 14:30:12+03:00,Москва
Java/DB Developer/Java Разработчик,44917.0,2003-11-30 00:00:00+03:00,Москва
Главный специалист отдела разработки информационных систем,44917.0,2003-11-05 14:52:12+03:00,Москва
Java/JSP Developer/Java Разработчик,44917.0,2003-11-30 00:00:00+03:00,Москва
Web Designer,29945.0,2003-11-05 15:46:22+03:00,Москва
Специалист планово-аналитического отдела/Аналитик,44917.0,2003-11-05 17:11:47+03:00,Москва
Senior sales manager (интеграционные решения),449176.0,2003-11-05 17:30:20+03:00,Москва
System Administrator,29945.0,2003-11-05 17:33:38+03:00,Москва
"Консультант по внедрению SAP R3, MM. Код вакансии: ""М-Р3""",89835.0,2003-11-12 00:00:00+03:00,Москва
МЕНЕДЖЕР ПО ТЕХНИЧЕСКИМ РЕШЕНИЯМ (TECHNICAL SALES MANAGER) - WIRELINE,,2003-11-05 18:44:42+03:00,Москва
Руководитель подразделения продаж услуг связи/Service Business Manager,,2003-11-05 18:46:48+03:00,Москва
Менеджер по работе с заказчиком/ Account Manager,,2003-11-05 18:49:34+03:00,Москва
Специалист по Diasoft,,2003-11-05 19:31:05+03:00,Москва
"Консультант по стратегическому управлению предприятием. Код вакансии: ""НВ-страт""",32939.0,2003-11-12 00:00:00+03:00,Москва
Technical Writer/Технический Писатель,29945.0,2003-11-30 00:00:00+03:00,Москва
Консультант со знанием ORACLE,,2003-12-17 00:00:00+03:00,Москва
Специалист отдела маркетинга,,2003-11-06 15:15:48+03:00,Москва
Специалист по поддержке и развитию корпоративного сайта,,2003-12-01 00:00:00+03:00,Москва
Исполнительный директор,89835.0,2003-11-06 19:55:07+03:00,Нижний Новгород
Менеджер по внедрению версий,,2003-11-07 14:19:30+03:00,Москва
Ведущий специалист в отдел автоматизации процессов обслуживания,,2003-11-07 16:12:53+03:00,Москва
Заместитель генерального директора,29945.0,2003-11-07 18:42:45+03:00,Нижний Новгород
ПОМОЩНИК МЕНЕДЖЕРА ИНТЕРНЕТ-ПРОЕКТА,11978.0,2003-11-27 00:00:00+03:00,Москва
Менеджер по продаже АСУ,44917.0,2003-11-10 11:23:56+03:00,Санкт-Петербург
Менеджер по продажам проектов,44917.0,2003-11-10 11:25:09+03:00,Санкт-Петербург
Старший разработчик,38928.0,2003-11-10 13:24:26+03:00,Москва
Менеджер по маркетингу,29945.0,2003-11-10 13:50:48+03:00,Москва
Технический консультант - инженер по сбыту продуктов (Мобильные Сети Связи и Передачи Информации),,2003-12-24 00:00:00+03:00,Москва
Сервисный инженер,,2003-11-10 13:53:30+03:00,Москва
Sales Specialist (IT),,2003-11-19 00:00:00+03:00,Москва
Эксперт-разработчик в области DSP,17967.0,2003-11-10 16:25:01+03:00,Санкт-Петербург
C/C++ разработчик,17967.0,2003-11-10 16:36:20+03:00,Санкт-Петербург
Менеджер по продвижению продукции,,2003-11-10 16:38:53+03:00,Москва
VC++ разработчик,17967.0,2003-11-10 16:51:36+03:00,Санкт-Петербург
Oracle Database Administrator,59890.0,2003-11-10 16:54:25+03:00,Москва
"Менеджер по развитию бизнеса (сети связи и передачи информации, корпоративные сети)",,2003-11-10 17:01:09+03:00,Москва
"Менеджер по маркетингу (сети связи и передачи информации, корпоративные сети)",,2003-11-10 17:01:38+03:00,Москва
Системный аналитик,,2003-11-10 17:29:33+03:00,Москва
Администратор БД/Разработчик T-SQL в крупную компьютерную компанию.,,2003-11-10 18:05:45+03:00,Москва
System Support Specialist,17967.0,2003-11-10 18:08:27+03:00,Москва
Администратор WEB сайта,25453.0,2003-11-10 18:09:32+03:00,Москва
Региональный менеджер по продажам в дилерский отдел крупной IT компании.,,2003-11-10 18:10:54+03:00,Москва
Менеджер по продажам  ноутбуков (brand-name) в дилерский отдел (крупная компьютерная компания).,59477.0,2003-12-05 00:00:00+03:00,Москва
Бизнес-консультант по внедрению Navision Financial.,,2003-11-10 18:24:52+03:00,Москва
Региональный IT- менеджер.,44608.0,2003-12-29 00:00:00+03:00,Москва
"Web-мастер, контент-менеджер, редактор корпоративного портала",,2003-11-10 18:34:39+03:00,Москва
Инженер по приложениям IP телефонии (оборудование Cisco),44608.0,2003-12-08 00:00:00+03:00,Москва
Технический руководитель проекта,59890.0,2003-11-11 10:34:48+03:00,Москва
Руководитель направления,,2003-11-11 10:37:30+03:00,Москва
Руководитель направления,,2003-11-11 10:38:39+03:00,Москва
Специалист по серверным приложениям,44917.0,2003-11-11 10:47:02+03:00,Москва
Специалист по разработке пользовательского интерфейса,44917.0,2003-11-11 10:48:17+03:00,Москва
Архитектор-разработчик БД,44917.0,2003-11-11 10:49:36+03:00,Москва
Специалист по сетевому взаимодействию и серверным приложениям,44917.0,2003-11-11 10:51:03+03:00,Москва
Специалист по защите информации,44917.0,2003-11-11 10:53:54+03:00,Москва
Разработчик программного обеспечения,29945.0,2003-11-11 10:58:43+03:00,Москва
Системный архитектор,50906.0,2003-11-11 11:00:05+03:00,Москва
Менеджер по сопровождению системы интернет заказов,29945.0,2003-11-11 11:04:47+03:00,Москва
Технический писатель - аналитик,23956.0,2003-11-18 00:00:00+03:00,Москва
Менеджер по продажам банковских систем,,2003-12-02 00:00:00+03:00,Москва
Программист C,,2003-12-02 00:00:00+03:00,Москва
Программист Oracle,,2003-12-02 00:00:00+03:00,Москва
Тестировщик банковских систем,,2003-12-02 00:00:00+03:00,Москва
Главный специалист Отдела поддержки пользователей (HelpDesk),29945.0,2003-11-11 11:20:47+03:00,Москва
Инженер сопровождения банковских систем,,2003-12-02 00:00:00+03:00,Москва
Консультант банковских технологий (пластиковые карты),,2003-12-02 00:00:00+03:00,Москва
Специалист службы поддержки пользователей,17967.0,2003-11-11 11:31:42+03:00,Москва
Оператор службы поддержки пользователей,19464.0,2003-11-11 11:49:15+03:00,Москва
Менеджер по продажам сетевых решений,44917.0,2003-11-11 12:46:02+03:00,Москва
Начальник отдела управления качеством,44917.0,2003-11-11 13:04:26+03:00,Москва
IT-технолог,,2003-11-11 13:19:21+03:00,Москва
Менеджер по технической поддержке оборудования,,2003-12-01 00:00:00+03:00,Москва
Business Analyst,,2003-11-11 15:10:45+03:00,Москва
Компания приглашает выпускника (студента старших курсов c возможностью работать full time) на должность Специалиста по управлению конфигурациями.,,2003-11-11 16:22:29+03:00,Москва
Специалист по тестированию ПО,,2003-11-11 16:26:37+03:00,Москва
Системный программист,,2003-11-11 16:28:19+03:00,Москва
Прикладной программист,,2003-11-11 16:33:40+03:00,Москва
Инженер в группу  системного тестирования,,2003-11-11 16:35:27+03:00,Москва
Help Desk/Technical Support Analyst,,2003-11-11 16:37:12+03:00,Москва
Разработчик на C++,,2003-12-05 00:00:00+03:00,Москва
Менеджер клиентского отдела,14972.0,2003-11-11 17:12:08+03:00,Москва
PR-менеджер,23956.0,2003-11-11 18:19:25+03:00,Москва
Консультант по внедрению Oracle/Manufacturing,,2003-11-11 18:41:34+03:00,Москва
Консультант по внедрению Oracle Applications (логистика),,2003-11-11 18:48:03+03:00,Москва
Консультант по внедрению Oracle  Applications (финансы),,2003-11-11 18:52:08+03:00,Москва
Консультант- аналитик Департамента  информационно-аналитических систем,,2003-11-11 18:58:03+03:00,Москва
